event_id,actor,object,data,eq_info,opt_E,opt_P,opt_A,term,term_name,term_E,term_P,term_A,ssd
158,pediatrician,bailiff,,nc1978_male,2.423192145343529,1.7758181981817884,-0.2270193589389542,actor,grin_at,2.32,1.68,-0.11,0.033523276329888343
14,pediatrician,civil_engineer,,nc1978_male,2.664306233549064,1.9385416857113376,0.24576668693345372,actor,acknowledge,2.65,1.97,0.42,0.03155154123838975
94,pediatrician,cook,,nc1978_male,2.633410212554081,2.0583926368587226,0.4495123752325081,actor,acknowledge,2.65,1.97,0.42,0.008959459590203145
190,pediatrician,crane_operator,,nc1978_male,2.4952811820336978,1.9558973991851076,-0.09819522701243671,actor,explain_something_to,2.41,2,0.01,0.02092412655597513
142,pediatrician,defense_attorney,,nc1978_male,2.472998366821198,1.64174722691456,-0.20245961206911223,actor,grin_at,2.32,1.68,-0.11,0.033420554762650746
62,pediatrician,dental_hygienist,,nc1978_male,2.551542647833645,2.1987261420755146,0.2520872151841287,actor,advise,2.57,2.28,0.28,0.007725237387099383
46,pediatrician,dentist,,nc1978_male,2.6534435366815807,1.9447903759263632,0.2103064754704691,actor,treat,2.66,2.12,0.3,0.03878632792180051
206,pediatrician,firefighter,,nc1978_male,2.643431255390667,1.7979345002612628,0.81316394333122,actor,praise,2.59,2.04,0.84,0.062170779153917256
174,pediatrician,foreman,,nc1978_male,2.3741905180018192,1.8959436515372354,-0.24737167623056866,actor,remember,2.26,1.82,-0.1,0.040525323565340436
126,pediatrician,musician,,nc1978_male,2.5916573153931926,2.1349700072928215,0.26961522034366936,actor,treat,2.66,2.12,0.3,0.005818058492376464
254,pediatrician,nurse,,nc1978_male,2.550765874558754,2.0425581541287188,0.6638837972199988,actor,reward,2.53,2.02,0.68,0.0011998238559310672
78,pediatrician,nutritionist,,nc1978_male,2.5562509956738895,2.1572377876589233,0.4833007882578586,actor,raise_the_pay_of,2.55,2.29,0.39,0.02636991706214991
222,pediatrician,pediatrician,,nc1978_male,2.66464352801202,1.7947590508662883,0.7431823338013428,actor,reward,2.53,2.02,0.68,0.07285437210676333
238,pediatrician,surgeon,,nc1978_male,2.821412248324147,1.5513235017595615,0.7407638786561468,actor,eat_with,2.71,1.25,1,0.17041190839869086
110,pediatrician,teacher,,nc1978_male,2.736842459337698,1.8046340934702834,0.564917684431095,actor,like,2.61,1.84,0.39,0.04793595316224036
30,pediatrician,technician,,nc1978_male,2.5829451467149287,2.129140001164203,0.24167568132135997,actor,treat,2.66,2.12,0.3,0.009422716185393074
159,surgeon,bailiff,,nc1978_male,2.4134879073893805,2.2814768505187115,-0.9583398558825721,actor,counsel,2.62,2.23,-0.94,0.04563346084753644
15,surgeon,civil_engineer,,nc1978_male,2.660785970639304,2.468758906886183,-0.5593543288296503,actor,guide,2.6,2.4,-0.42,0.027842350466307425
95,surgeon,cook,,nc1978_male,2.6437844321801696,2.600690846652742,-0.3866952491725707,actor,guide,2.6,2.4,-0.42,0.0433030988592114
191,surgeon,crane_operator,,nc1978_male,2.476809738528947,2.4902034085239904,-0.8518538445307371,actor,apologize_to,2.7,2.35,-0.92,0.07411478708250288
143,surgeon,defense_attorney,,nc1978_male,2.476208897871608,2.1222168052497663,-0.9358798689617865,actor,counsel,2.62,2.23,-0.94,0.03231007360163656
63,surgeon,dental_hygienist,,nc1978_male,2.5390324796082098,2.774004510506242,-0.5607324939452477,actor,guide,2.6,2.4,-0.42,0.1634020472737862
47,surgeon,dentist,,nc1978_male,2.6479721453575142,2.475935347346259,-0.5897068373470212,actor,guide,2.6,2.4,-0.42,0.036867914349127826
207,surgeon,firefighter,,nc1978_male,2.685209001253944,2.299932824968583,-0.06634593496587815,actor,foster,2.71,2.23,-0.09,0.006064708419551863
175,surgeon,foreman,,nc1978_male,2.3579057509883237,2.419304031661537,-0.976915273951674,actor,counsel,2.62,2.23,-0.94,0.10589214921923394
127,surgeon,musician,,nc1978_male,2.5863784177068285,2.6924706978650725,-0.5429540849708466,actor,guide,2.6,2.4,-0.42,0.10084236362487042
255,surgeon,nurse,,nc1978_male,2.5747337978899356,2.5914616530209105,-0.20373652421497157,actor,guard,2.45,2.59,-0.02,0.04931976709619963
79,surgeon,nutritionist,,nc1978_male,2.5627851081524504,2.7253158302788445,-0.36224104387472,actor,guide,2.6,2.4,-0.42,0.11055143461792086
223,surgeon,pediatrician,,nc1978_male,2.6975665431899154,2.3019412341968537,-0.12845054061149996,actor,foster,2.71,2.23,-0.09,0.006808576099331403
239,surgeon,surgeon,,nc1978_male,2.8562535640568725,2.0216722305173263,-0.12461371071947269,actor,tip,2.98,2.12,-0.06,0.029156462273004106
111,surgeon,teacher,,nc1978_male,2.75789273890493,2.310105555843782,-0.28189668120942757,actor,accept,2.67,2.4,-0.29,0.015871808417787223
31,surgeon,technician,,nc1978_male,2.5728754831737604,2.6909252750898904,-0.5674866466588602,actor,guide,2.6,2.4,-0.42,0.10712556604186091
151,teacher,bailiff,,nc1978_male,2.135490193382199,1.5777172255300695,-0.33627734331396897,actor,consider,2.05,1.49,-0.24,0.02427221165481475
7,teacher,civil_engineer,,nc1978_male,2.400310911259102,1.6998520810115079,0.05664034424726505,actor,please,2.39,1.68,0.16,0.011183638448804427
87,teacher,cook,,nc1978_male,2.39827239028651,1.8034221023092905,0.233642108054827,actor,attend_to,2.51,1.79,0.26,0.013357950070484334
183,teacher,crane_operator,,nc1978_male,2.2058628695803186,1.7429930997106076,-0.23584577309294857,actor,remember,2.26,1.82,-0.1,0.027314965649478874
135,teacher,defense_attorney,,nc1978_male,2.1864739219020097,1.4453864540218533,-0.3109162835756579,actor,admire,2.19,1.38,-0.31,0.004288661171896095
55,teacher,dental_hygienist,,nc1978_male,2.2991790853416467,1.9532187881650247,0.055015548989689744,actor,explain_something_to,2.41,2,0.01,0.01649615655730604
39,teacher,dentist,,nc1978_male,2.385658344463474,1.7083361894606581,0.025789601150173036,actor,please,2.39,1.68,0.16,0.018834220765377798
199,teacher,firefighter,,nc1978_male,2.4564657795905083,1.5471102499214722,0.5686068322450195,actor,invite,2.42,1.61,0.38,0.04085741091558417
167,teacher,foreman,,nc1978_male,2.085560607113814,1.6958180631121205,-0.356216642057153,actor,consider,2.05,1.49,-0.24,0.05713193977256828
119,teacher,musician,,nc1978_male,2.3357212595449726,1.8884398193800136,0.07276982198012172,actor,explain_something_to,2.41,2,0.01,0.02190305573496551
247,teacher,nurse,,nc1978_male,2.356061638989194,1.7846124809591146,0.42767671136988217,actor,commend,2.31,1.96,0.47,0.034673717182156005
71,teacher,nutritionist,,nc1978_male,2.336705567368601,1.8999146156656408,0.2613210813843283,actor,attend_to,2.51,1.79,0.26,0.04211392837398802
215,teacher,pediatrician,,nc1978_male,2.4681568929589712,1.543198967724465,0.504103716396584,actor,invite,2.42,1.61,0.38,0.022183196675982647
231,teacher,surgeon,,nc1978_male,2.6082612155589002,1.303701329774657,0.505173720391893,actor,reply_to,2.36,1.41,0.76,0.13786947122136814
103,teacher,teacher,,nc1978_male,2.508272385737703,1.5529421029978323,0.3419186412342252,actor,invite,2.42,1.61,0.38,0.012497807579583475
23,teacher,technician,,nc1978_male,2.3256485424296356,1.8858416422304562,0.04799188904032037,actor,experience,2.2,1.84,0.03,0.018212720448316233
146,technician,bailiff,,nc1978_male,1.5885771015101753,0.524704735611022,-0.011833926432068098,actor,serve,1.49,0.78,-0.19,0.1066362667321993
2,technician,civil_engineer,,nc1978_male,1.8413831277668122,0.5613931178035745,0.2889039329236418,actor,ask_about,1.62,0.87,0.06,0.19664570750672622
82,technician,cook,,nc1978_male,1.857738911662408,0.6210494150441008,0.43332198089131024,actor,ask_about,1.62,0.87,0.06,0.2578654852849223
178,technician,crane_operator,,nc1978_male,1.647499857104346,0.6345538916523681,0.05521231005419244,actor,ask_about,1.62,0.87,0.06,0.05621403405182145
130,technician,defense_attorney,,nc1978_male,1.6307380377249008,0.42856471688030395,0.01721071678281849,actor,serve,1.49,0.78,-0.19,0.18625023463372595
50,technician,dental_hygienist,,nc1978_male,1.762669624248624,0.748893049304544,0.2758474328053563,actor,ask_about,1.62,0.87,0.06,0.0816116294386579
34,technician,dentist,,nc1978_male,1.8247897575329233,0.5721207194650706,0.26343673308260684,actor,ask_about,1.62,0.87,0.06,0.17205741492972446
194,technician,firefighter,,nc1978_male,1.9478604003773206,0.4052973853721841,0.7330429178562745,actor,chat_with,2.18,1.13,1,0.6503487570680622
162,technician,foreman,,nc1978_male,1.5428146652091435,0.6160309572299963,-0.032653356999370775,actor,serve,1.49,0.78,-0.19,0.05443320191163267
114,technician,musician,,nc1978_male,1.785946836374937,0.7030858460149765,0.29476323358486,actor,ask_about,1.62,0.87,0.06,0.11051246314660573
242,technician,nurse,,nc1978_male,1.8601724707928453,0.5835108022588202,0.602269010036207,actor,answer,1.84,1.16,0.36,0.39144099691408096
66,technician,nutritionist,,nc1978_male,1.8241090168084375,0.6832296393724759,0.452925308841869,actor,ask_about,1.62,0.87,0.06,0.2309339566799205
210,technician,pediatrician,,nc1978_male,1.9578572623445614,0.39998682230473603,0.6761944459338158,actor,chat_with,2.18,1.13,1,0.6871166723458986
226,technician,surgeon,,nc1978_male,2.071758305325917,0.21590523637190218,0.6833427004055321,actor,chat_with,2.18,1.13,1,0.947557346744686
98,technician,teacher,,nc1978_male,1.9658783003143214,0.41976954464456645,0.5343507470684886,actor,ask_about,1.62,0.87,0.06,0.5473478928023181
18,technician,technician,,nc1978_male,1.7804677025134628,0.7010928775597286,0.2734312917285654,actor,ask_about,1.62,0.87,0.06,0.09983241584992597
