actor,object,opt_E,opt_P,opt_A,term,term_name,term_E,term_P,term_A,ssd
surgeon,defense_attorney,2.476208897871608,2.1222168052497663,-0.9358798689617865,actor,counsel,2.62,2.23,-0.94,0.03231007360163656
surgeon,dental_hygienist,2.5390324796082098,2.774004510506242,-0.5607324939452477,actor,guide,2.6,2.4,-0.42,0.1634020472737862
surgeon,dentist,2.6479721453575142,2.475935347346259,-0.5897068373470212,actor,guide,2.6,2.4,-0.42,0.036867914349127826
surgeon,firefighter,2.685209001253944,2.299932824968583,-0.06634593496587815,actor,foster,2.71,2.23,-0.09,0.006064708419551863
surgeon,foreman,2.3579057509883237,2.419304031661537,-0.976915273951674,actor,counsel,2.62,2.23,-0.94,0.10589214921923394
surgeon,musician,2.5863784177068285,2.6924706978650725,-0.5429540849708466,actor,guide,2.6,2.4,-0.42,0.10084236362487042
surgeon,nurse,2.5747337978899356,2.5914616530209105,-0.20373652421497157,actor,guard,2.45,2.59,-0.02,0.04931976709619963
surgeon,nutritionist,2.5627851081524504,2.7253158302788445,-0.36224104387472,actor,guide,2.6,2.4,-0.42,0.11055143461792086
surgeon,pediatrician,2.6975665431899154,2.3019412341968537,-0.12845054061149996,actor,foster,2.71,2.23,-0.09,0.006808576099331403
surgeon,surgeon,2.8562535640568725,2.0216722305173263,-0.12461371071947269,actor,tip,2.98,2.12,-0.06,0.029156462273004106
surgeon,teacher,2.75789273890493,2.310105555843782,-0.28189668120942757,actor,accept,2.67,2.4,-0.29,0.015871808417787223
surgeon,technician,2.5728754831737604,2.6909252750898904,-0.5674866466588602,actor,guide,2.6,2.4,-0.42,0.10712556604186091
teacher,bailiff,2.135490193382199,1.5777172255300695,-0.33627734331396897,actor,consider,2.05,1.49,-0.24,0.02427221165481475
teacher,civil_engineer,2.400310911259102,1.6998520810115079,0.05664034424726505,actor,please,2.39,1.68,0.16,0.011183638448804427
teacher,cook,2.39827239028651,1.8034221023092905,0.233642108054827,actor,attend_to,2.51,1.79,0.26,0.013357950070484334
teacher,crane_operator,2.2058628695803186,1.7429930997106076,-0.23584577309294857,actor,remember,2.26,1.82,-0.1,0.027314965649478874
teacher,defense_attorney,2.1864739219020097,1.4453864540218533,-0.3109162835756579,actor,admire,2.19,1.38,-0.31,0.004288661171896095
teacher,dental_hygienist,2.2991790853416467,1.9532187881650247,0.055015548989689744,actor,explain_something_to,2.41,2,0.01,0.01649615655730604
teacher,dentist,2.385658344463474,1.7083361894606581,0.025789601150173036,actor,please,2.39,1.68,0.16,0.018834220765377798
teacher,firefighter,2.4564657795905083,1.5471102499214722,0.5686068322450195,actor,invite,2.42,1.61,0.38,0.04085741091558417
teacher,foreman,2.085560607113814,1.6958180631121205,-0.356216642057153,actor,consider,2.05,1.49,-0.24,0.05713193977256828
teacher,musician,2.3357212595449726,1.8884398193800136,0.07276982198012172,actor,explain_something_to,2.41,2,0.01,0.02190305573496551
teacher,nurse,2.356061638989194,1.7846124809591146,0.42767671136988217,actor,commend,2.31,1.96,0.47,0.034673717182156005
teacher,nutritionist,2.336705567368601,1.8999146156656408,0.2613210813843283,actor,attend_to,2.51,1.79,0.26,0.04211392837398802
teacher,pediatrician,2.4681568929589712,1.543198967724465,0.504103716396584,actor,invite,2.42,1.61,0.38,0.022183196675982647
teacher,surgeon,2.6082612155589002,1.303701329774657,0.505173720391893,actor,reply_to,2.36,1.41,0.76,0.13786947122136814
teacher,teacher,2.508272385737703,1.5529421029978323,0.3419186412342252,actor,invite,2.42,1.61,0.38,0.012497807579583475
teacher,technician,2.3256485424296356,1.8858416422304562,0.04799188904032037,actor,experience,2.2,1.84,0.03,0.018212720448316233
technician,bailiff,1.5885771015101753,0.524704735611022,-0.011833926432068098,actor,serve,1.49,0.78,-0.19,0.1066362667321993
technician,civil_engineer,1.8413831277668122,0.5613931178035745,0.2889039329236418,actor,ask_about,1.62,0.87,0.06,0.19664570750672622
technician,cook,1.857738911662408,0.6210494150441008,0.43332198089131024,actor,ask_about,1.62,0.87,0.06,0.2578654852849223
technician,crane_operator,1.647499857104346,0.6345538916523681,0.05521231005419244,actor,ask_about,1.62,0.87,0.06,0.05621403405182145
technician,defense_attorney,1.6307380377249008,0.42856471688030395,0.01721071678281849,actor,serve,1.49,0.78,-0.19,0.18625023463372595
technician,dental_hygienist,1.762669624248624,0.748893049304544,0.2758474328053563,actor,ask_about,1.62,0.87,0.06,0.0816116294386579
technician,dentist,1.8247897575329233,0.5721207194650706,0.26343673308260684,actor,ask_about,1.62,0.87,0.06,0.17205741492972446
technician,firefighter,1.9478604003773206,0.4052973853721841,0.7330429178562745,actor,chat_with,2.18,1.13,1,0.6503487570680622
technician,foreman,1.5428146652091435,0.6160309572299963,-0.032653356999370775,actor,serve,1.49,0.78,-0.19,0.05443320191163267
technician,musician,1.785946836374937,0.7030858460149765,0.29476323358486,actor,ask_about,1.62,0.87,0.06,0.11051246314660573
technician,nurse,1.8601724707928453,0.5835108022588202,0.602269010036207,actor,answer,1.84,1.16,0.36,0.39144099691408096
technician,nutritionist,1.8241090168084375,0.6832296393724759,0.452925308841869,actor,ask_about,1.62,0.87,0.06,0.2309339566799205
technician,pediatrician,1.9578572623445614,0.39998682230473603,0.6761944459338158,actor,chat_with,2.18,1.13,1,0.6871166723458986
technician,surgeon,2.071758305325917,0.21590523637190218,0.6833427004055321,actor,chat_with,2.18,1.13,1,0.947557346744686
technician,teacher,1.9658783003143214,0.41976954464456645,0.5343507470684886,actor,ask_about,1.62,0.87,0.06,0.5473478928023181
technician,technician,1.7804677025134628,0.7010928775597286,0.2734312917285654,actor,ask_about,1.62,0.87,0.06,0.09983241584992597
